Handle,Title,Product_Type,Image_Position,FAL_URL,Local_Path,Alt_Text,Prompt,Status
led-desk-lamp-with-usb-and-night-light,LED Desk Lamp with USB and Night Light,Home & Garden > Lighting > Lamps > Desk Lamps,3,https://v3b.fal.media/files/b/0a979c19/QFtPgS7xuJkEg2RDtMB7z.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/led-desk-lamp-with-usb-and-night-light-gen-3.jpg,LED Desk Lamp with USB and Night Light - Workspace View,"LED Desk Lamp with USB and Night Light, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
led-desk-lamp-with-usb-and-night-light,LED Desk Lamp with USB and Night Light,Home & Garden > Lighting > Lamps > Desk Lamps,4,https://v3b.fal.media/files/b/0a979c19/CCSpjRcku5_CEkZXuRiIG.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/led-desk-lamp-with-usb-and-night-light-gen-4.jpg,LED Desk Lamp with USB and Night Light - Detail Close-Up,"Close-up detail shot of LED Desk Lamp with USB and Night Light, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable",Home & Garden > Lighting > Lamps > Desk Lamps,2,https://v3b.fal.media/files/b/0a979c1a/GVi9RmMDKcZ9i9mn4mvpG.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable-gen-2.jpg,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable - Office Setting","Professional product photography of Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable, a office desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable",Home & Garden > Lighting > Lamps > Desk Lamps,3,https://v3b.fal.media/files/b/0a979c1a/8GMyDzpdco2WLthygjIs3.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable-gen-3.jpg,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable - Workspace View","Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable",Home & Garden > Lighting > Lamps > Desk Lamps,4,https://v3b.fal.media/files/b/0a979c1a/pMsUpqZKV5Ch1p9L2ObPG.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable-gen-4.jpg,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable - Detail Close-Up","Close-up detail shot of Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
storage-right-ff-sc-left-wardrobe,STORAGE / RIGHT FF & SC / LEFT WARDROBE,Furniture > Cabinets & Storage > Storage Cabinets & Lockers,2,https://v3b.fal.media/files/b/0a979c1a/LS8Ew4oDCjcZ_HKebpIPt.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/storage-right-ff-sc-left-wardrobe-gen-2.jpg,STORAGE / RIGHT FF & SC / LEFT WARDROBE - Office Setting,"Professional product photography of STORAGE / RIGHT FF & SC / LEFT WARDROBE, a storage cabinet, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
storage-right-ff-sc-left-wardrobe,STORAGE / RIGHT FF & SC / LEFT WARDROBE,Furniture > Cabinets & Storage > Storage Cabinets & Lockers,3,https://v3b.fal.media/files/b/0a979c1a/JYS31FB_yN_BCGAqZXUuD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/storage-right-ff-sc-left-wardrobe-gen-3.jpg,STORAGE / RIGHT FF & SC / LEFT WARDROBE - Workspace View,"STORAGE / RIGHT FF & SC / LEFT WARDROBE, a storage cabinet, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
storage-right-ff-sc-left-wardrobe,STORAGE / RIGHT FF & SC / LEFT WARDROBE,Furniture > Cabinets & Storage > Storage Cabinets & Lockers,4,https://v3b.fal.media/files/b/0a979c1b/5qBsjuXRcCsXU9weHq5Xm.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/storage-right-ff-sc-left-wardrobe-gen-4.jpg,STORAGE / RIGHT FF & SC / LEFT WARDROBE - Detail Close-Up,"Close-up detail shot of STORAGE / RIGHT FF & SC / LEFT WARDROBE, a storage cabinet, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
storage-wardrobe-unit,Storage Wardrobe Unit,Uncategorized,2,https://v3b.fal.media/files/b/0a979c1b/VSMreUbcoC7X5eszTHtmE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/storage-wardrobe-unit-gen-2.jpg,Storage Wardrobe Unit - Office Setting,"Professional product photography of Storage Wardrobe Unit, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
storage-wardrobe-unit,Storage Wardrobe Unit,Uncategorized,3,https://v3b.fal.media/files/b/0a979c1b/Z1rHvy-ysKnqHMFEFUUAz.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/storage-wardrobe-unit-gen-3.jpg,Storage Wardrobe Unit - Workspace View,"Storage Wardrobe Unit, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
storage-wardrobe-unit,Storage Wardrobe Unit,Uncategorized,4,https://v3b.fal.media/files/b/0a979c1b/ZtOWR5D7niQg6KVALPSfy.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/storage-wardrobe-unit-gen-4.jpg,Storage Wardrobe Unit - Detail Close-Up,"Close-up detail shot of Storage Wardrobe Unit, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
wardrobe-with-lock,Wardrobe with Lock,Furniture > Cabinets & Storage > Armoires & Wardrobes > Triple Wardrobes,2,https://v3b.fal.media/files/b/0a979c1b/RmxVzkUIHk-x11P6QMSFn.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/wardrobe-with-lock-gen-2.jpg,Wardrobe with Lock - Office Setting,"Professional product photography of Wardrobe with Lock, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
wardrobe-with-lock,Wardrobe with Lock,Furniture > Cabinets & Storage > Armoires & Wardrobes > Triple Wardrobes,3,https://v3b.fal.media/files/b/0a979c1c/U1DC8cubVOTtLEXxpSzjE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/wardrobe-with-lock-gen-3.jpg,Wardrobe with Lock - Workspace View,"Wardrobe with Lock, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
wardrobe-with-lock,Wardrobe with Lock,Furniture > Cabinets & Storage > Armoires & Wardrobes > Triple Wardrobes,4,https://v3b.fal.media/files/b/0a979c1c/03cXS-HP_wJFc2EoMY5c3.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/wardrobe-with-lock-gen-4.jpg,Wardrobe with Lock - Detail Close-Up,"Close-up detail shot of Wardrobe with Lock, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
credenza-sliding-doors,Credenza Sliding Doors,Furniture > Cabinets & Storage > China Cabinets & Hutches > Cabinet Hutches,2,https://v3b.fal.media/files/b/0a979c1c/BmxSr9HOTQiQP5YkdVdiZ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/credenza-sliding-doors-gen-2.jpg,Credenza Sliding Doors - Office Setting,"Professional product photography of Credenza Sliding Doors, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
credenza-sliding-doors,Credenza Sliding Doors,Furniture > Cabinets & Storage > China Cabinets & Hutches > Cabinet Hutches,3,https://v3b.fal.media/files/b/0a979c1c/FgD30o4_-pj2YX_N8yXCo.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/credenza-sliding-doors-gen-3.jpg,Credenza Sliding Doors - Workspace View,"Credenza Sliding Doors, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
credenza-sliding-doors,Credenza Sliding Doors,Furniture > Cabinets & Storage > China Cabinets & Hutches > Cabinet Hutches,4,https://v3b.fal.media/files/b/0a979c1c/6yBlYjSIvoCRQ3Lgcl482.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/credenza-sliding-doors-gen-4.jpg,Credenza Sliding Doors - Detail Close-Up,"Close-up detail shot of Credenza Sliding Doors, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
storage-cabinet-credenza-72w-x-24d,"Storage Cabinet Credenza, 72""W x 24""D",Furniture > Cabinets & Storage > Kitchen Cabinets,2,https://v3b.fal.media/files/b/0a979c1c/T5izY870Z9ViKwhS5phBH.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/storage-cabinet-credenza-72w-x-24d-gen-2.jpg,"Storage Cabinet Credenza, 72""W x 24""D - Office Setting","Professional product photography of Storage Cabinet Credenza, 72""W x 24""D, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
storage-cabinet-credenza-72w-x-24d,"Storage Cabinet Credenza, 72""W x 24""D",Furniture > Cabinets & Storage > Kitchen Cabinets,3,https://v3b.fal.media/files/b/0a979c1d/mRRwvcwOfoooWm1wt45ZF.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/storage-cabinet-credenza-72w-x-24d-gen-3.jpg,"Storage Cabinet Credenza, 72""W x 24""D - Workspace View","Storage Cabinet Credenza, 72""W x 24""D, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
storage-cabinet-credenza-72w-x-24d,"Storage Cabinet Credenza, 72""W x 24""D",Furniture > Cabinets & Storage > Kitchen Cabinets,4,https://v3b.fal.media/files/b/0a979c1d/l1ImdGTDcaIlnc8UA9Ymi.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/storage-cabinet-credenza-72w-x-24d-gen-4.jpg,"Storage Cabinet Credenza, 72""W x 24""D - Detail Close-Up","Close-up detail shot of Storage Cabinet Credenza, 72""W x 24""D, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
u-shape-d-top-workstation,U-Shape D-Top Workstation,Furniture > Office Furniture > Workstations & Cubicles,2,https://v3b.fal.media/files/b/0a979c1d/nLJMW3SpGgb8mzNWGDhQs.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shape-d-top-workstation-gen-2.jpg,U-Shape D-Top Workstation - Office Setting,"Professional product photography of U-Shape D-Top Workstation, a office workstation, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
u-shape-d-top-workstation,U-Shape D-Top Workstation,Furniture > Office Furniture > Workstations & Cubicles,3,https://v3b.fal.media/files/b/0a979c1d/68hov_Uy-ypcclSGc9t4m.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shape-d-top-workstation-gen-3.jpg,U-Shape D-Top Workstation - Workspace View,"U-Shape D-Top Workstation, a office workstation, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
u-shape-d-top-workstation,U-Shape D-Top Workstation,Furniture > Office Furniture > Workstations & Cubicles,4,https://v3b.fal.media/files/b/0a979c1e/ivBEh4iw9-qO2VQlkDcPV.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shape-d-top-workstation-gen-4.jpg,U-Shape D-Top Workstation - Detail Close-Up,"Close-up detail shot of U-Shape D-Top Workstation, a office workstation, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
roma-1900-nesting-chair,Roma 1900 Nesting Chair,Furniture > Office Furniture > Office Chairs,2,https://v3b.fal.media/files/b/0a979c1e/kQszg-tOoHSaOBME9l1Ov.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/roma-1900-nesting-chair-gen-2.jpg,Roma 1900 Nesting Chair - Office Setting,"Professional product photography of Roma 1900 Nesting Chair, a office ergonomic chair, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
